DateTime; MotiveExpTimeSecs; Event; EventArguments
2018-07-19 13:49:57,713; 0.0; change_scene_background_color; {'color': (0.0, 0.0, 1.0), 'scene': <Scene(name='UnnamedScene'), meshes=[<Mesh(name='UnnamedMesh', position_rel=Translation(x=-0.647858142853, y=0.67874032259, z=1.00532948971), position_glob=(-0.64785814, 0.6787403, 1.0053295), rotation=RotationQuaternion(w=0.0001246190659, x=0.00783343240619, y=0.000124077603687, z=-0.999969303608))], light=<Light(name='UnnamedLight', position_rel=Translation(x=-0.677419006824, y=2.66816663742, z=1.03139007092), position_glob=(-0.677419, 2.6681666, 1.0313901), rotation=RotationEulerDegrees(x=0.0, y=0.0, z=0.0)), camera=<Camera(name='UnnamedCamera', position_rel=Translation(x=-0.677419006824, y=2.66816663742, z=1.03139007092), position_glob=(-0.677419, 2.6681666, 1.0313901), rotation=RotationEulerDegrees(x=-90.0134887695, y=-0.573300421238, z=90.9134292603))>}
