DateTime; MotiveExpTimeSecs; Event; EventArguments
2018-07-19 13:49:39,607; 0.0; change_scene_background_color; {'color': (0.0, 0.0, 1.0), 'scene': <Scene(name='UnnamedScene'), meshes=[<Mesh(name='UnnamedMesh', position_rel=Translation(x=-0.647836744785, y=0.678710460663, z=1.00532031059), position_glob=(-0.64783674, 0.67871046, 1.0053203), rotation=RotationQuaternion(w=0.000107347543235, x=0.00783885456622, y=0.000120789736684, z=-0.999969244003))], light=<Light(name='UnnamedLight', position_rel=Translation(x=-0.677419006824, y=2.66816663742, z=1.03139007092), position_glob=(-0.677419, 2.6681666, 1.0313901), rotation=RotationEulerDegrees(x=0.0, y=0.0, z=0.0)), camera=<Camera(name='UnnamedCamera', position_rel=Translation(x=-0.677419006824, y=2.66816663742, z=1.03139007092), position_glob=(-0.677419, 2.6681666, 1.0313901), rotation=RotationEulerDegrees(x=-90.0134887695, y=-0.573300421238, z=90.9134292603))>}
